		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 12.191406	M = 6250	N = 8	m = 9	n = 50000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101011    9   11    3   12    9   15   13   13  9.787051 0.280291 SUCCESS  20
000101101    7   13   10   11    9   17   16    8  8.406161 0.394833 SUCCESS  21
000101111   14   14    7    9    5   11    9    7 11.349985 0.182646 SUCCESS  22
000110011    8   13   15   12   12    8    8   10  5.602676 0.691640 SUCCESS  23
000110101   15    9   10   15   19   11   11   12  6.778352 0.560725 SUCCESS  24
000110111   15   11   14   11   13   14    8   13  3.062660 0.930364 SUCCESS  25
000111001   14   12   12   15   12   12   15   13  1.681770 0.989263 SUCCESS  26
000111011   14   17    9   11   13   10   11    8  5.290884 0.726082 SUCCESS  27
000111101   12   17   15   13   11   18   16   15  7.562799 0.477298 SUCCESS  28
000111111   15   12    9   11    8   17   12   16  6.334826 0.609781 SUCCESS  29
001000011   13   15    9   16   13   11   21   14  9.843319 0.276196 SUCCESS  30
001000101    9    8    9   12   14   11   10   12  4.025179 0.854845 SUCCESS  31
001000111   15   10   15   11    7   12   19   11  8.198961 0.414280 SUCCESS  32
001001011    7    8   16   16   13    8   15   15  9.111169 0.333005 SUCCESS  33
001001101   10    9   11    6   16   12    9   18  9.592429 0.294805 SUCCESS  34
001001111   14   16   19    4   13   12   16   13 12.462773 0.131720 SUCCESS  35
001010011   18   14   15   16   17   13   12   11  7.171568 0.518240 SUCCESS  36
001010101   12   14    9   21   12    7    4   10 16.097042 0.041012 SUCCESS  37
001010111    6   10    4    9   12    9   15   18 14.596996 0.067472 SUCCESS  38
001011011   13   15   10   10    9   15   16   13  4.353520 0.823903 SUCCESS  39
001011101   15   17   19   14   13   11   16   12  8.240666 0.410321 SUCCESS  40
001011111   11   12   12    9    6    3   10    8 13.291572 0.102204 SUCCESS  41
001100101    9   21   12   11   12   10   17   17 11.889499 0.156203 SUCCESS  42
001100111   12   12   12   12   11    9    7   14  3.556497 0.894761 SUCCESS  43
001101011   10    7   10   18   17   11   10    8  9.931362 0.269876 SUCCESS  44
001101101   11   10   12   14   12   12   14   16  2.319919 0.969600 SUCCESS  45
001101111   11   13    9   13   10    9    7   18  7.506530 0.483093 SUCCESS  46
001110101   10   12   12   13    7   12   12    8  4.246942 0.834184 SUCCESS  47
001110111   13   14   15   14   11   12    7   16  4.914217 0.766704 SUCCESS  48
001111011   14   16   17    9    9   17   14   10  7.834872 0.449764 SUCCESS  49
001111101   19   17   15    9   10   15   13   12  8.552458 0.381443 SUCCESS  50
001111111   15   15   11    9   15   16   14   19  8.422710 0.393304 SUCCESS  51
010000011   11   13   18   16    9   12   21   11 11.824624 0.159202 SUCCESS  52
010000111   13   13    5   15   13   15   19   16 11.042164 0.199322 SUCCESS  53
010001011   10    9    9   11   14   10   14    6  6.462588 0.595560 SUCCESS  54
010001111   16   13   16   12   10   15   18   13  6.506279 0.590711 SUCCESS  55
010010011   11   14   15    4   14   14   12   13  7.364205 0.497895 SUCCESS  56
010010111    6    6   16   16   10    6   16   14 14.115737 0.078798 SUCCESS  57
010011011   16    9   14    7   16   10    8   25 21.678856 0.005547 FAILURE  58
010011111    8   19   19    9   16   10   12   14 12.123839 0.145763 SUCCESS  59
010100011   10   17    9   15   10   16   13   14  5.866144 0.662223 SUCCESS  60
010100111   16   16   18   19   15   13   13   15 10.692639 0.219730 SUCCESS  61
010101011   11   10    8   14   14    9    8   11  5.041979 0.753080 SUCCESS  62
010101111    7    5    5   14   12   10   12   13 11.793511 0.160657 SUCCESS  63
010110011   15   14   14   14   17   18   13   13  6.428827 0.599313 SUCCESS  64
010110111   15   20    8   13    5   14   19   14 16.243340 0.039027 SUCCESS  65
010111011   15   16   15   17   11   19   18   14 11.709440 0.164646 SUCCESS  66
010111111   12   10    4   13    7    4    9   16 16.212227 0.039441 SUCCESS  67
011000111   16   10   14   10   14   10    9   11  3.987446 0.858254 SUCCESS  68
011001111   17   12   11   15   12   17   15   14  5.658945 0.685374 SUCCESS  69
011010111   10    4   11   14   18    9   16   12 11.443986 0.177789 SUCCESS  70
011011111   15   12    6   12    9   11   12   11  5.029402 0.754429 SUCCESS  71
011101111   13   17   13   14    4   16    9   15 10.793260 0.213691 SUCCESS  72
011111111   17   12    6   10   12   14   10   17  8.263835 0.408132 SUCCESS  73
100000000    8    9    8   11   10   12   16   10  6.006484 0.646506 SUCCESS  74
100010000   14   14   12   15    9   12   19   11  6.140204 0.631530 SUCCESS  75
100100000   13    8   17    6   10   13   18   10 10.479482 0.232971 SUCCESS  76
100101000    9   16   14   16   14   11    7   13  6.334826 0.609781 SUCCESS  77
100110000   14   13   17   11   13   13   10    6  6.177937 0.627308 SUCCESS  78
100111000   13   12   12   13    9    7   12   14  3.543919 0.895754 SUCCESS  79
101000000   15   10   12   20   11   15   12   11  7.157005 0.519792 SUCCESS  80
101000100   10    9   11   12   14   14   13   12  2.006140 0.980823 SUCCESS  81
101001000   14   12   13   13    8   10   12   12  2.292777 0.970695 SUCCESS  82
101001100   11   10   10   11   13   12   17    9  3.935149 0.862927 SUCCESS  83
101010000   12   15   16   17   16   12   15    8  7.249020 0.510019 SUCCESS  84
101010100   17   13   12   22   10   11   10    8 12.592521 0.126660 SUCCESS  85
101011000    7    9   15    8   22   14    5    7 20.398587 0.008929 FAILURE  86
101011100   15   13    4   10   17    7   14   12 11.339393 0.183200 SUCCESS  87
101100000    8   13   13   15   16   15    9    9  5.891300 0.659407 SUCCESS  88
101100100   10   17   15   10    4   13   11   11  9.422962 0.307880 SUCCESS  89
101101000   11    7    8   10   12   11   16   14  5.929032 0.655181 SUCCESS  90
101101100   16   14   11   11    9   17   13   14  4.901640 0.768035 SUCCESS  91
101110000   10   13   15    9   16    5    9    9  9.330947 0.315151 SUCCESS  92
101110100   15   11   13   14   13   18   13   15  4.759314 0.782964 SUCCESS  93
101111000    4   22   14   16   10    7    9   12 18.900527 0.015401 SUCCESS  94
101111100    8    9   10    9    9    9    7   12  7.634292 0.469983 SUCCESS  95
110000000    9    8   11   11   10   11   13   10  3.581652 0.892761 SUCCESS  96
110000010    9   18   15   23   19   10   12    9 19.490351 0.012446 SUCCESS  97
110000100   13   14   12   14   14   14    9   16  3.259268 0.917049 SUCCESS  98
110001000   17   12   10   11    8    7   15    8  8.418738 0.393671 SUCCESS  99
110001010   15   17    7   13   11   12    8   14  6.855804 0.552267 SUCCESS 100
110010000   12   12   10    9    8   14   15    8  5.198869 0.736125 SUCCESS 101
110010010   12   12   13    7   13   16   14   14  4.184054 0.840147 SUCCESS 102
110010100   13   13   11   16   17   12   10    8  5.318025 0.723107 SUCCESS 103
110011000   14   13   17    4   14   12   10    8 10.153125 0.254443 SUCCESS 104
110011010    9   10   11   15   17   14   11    9  5.278306 0.727458 SUCCESS 105
110100000   10    8   14   15   16   15   14   11  5.135981 0.742948 SUCCESS 106
110100010   11   14   10   10    9   13   15   12  2.801178 0.946208 SUCCESS 107
110100100   11   11   11    8   10   10   13   16  3.947727 0.861809 SUCCESS 108
110101000    8   18   19   15   13   15   14   11 10.065082 0.260488 SUCCESS 109
110101010   16    9   11   15   12   13   14    9  4.079461 0.849884 SUCCESS 110
110101100   15   12   15    7   20   18    7   10 14.339486 0.073335 SUCCESS 111
110110000   16   16   18   13   11   15   10   16  7.797139 0.453533 SUCCESS 112
110110010   10   18   14    9   11    9   11   17  7.468797 0.486997 SUCCESS 113
110110100   12   11    9   15   12    9   14   11  2.918348 0.939377 SUCCESS 114
110111000   13   12   18   11   13    9    9   10  5.226010 0.733169 SUCCESS 115
110111010   20   14   12   14   16   19   12   21 17.458735 0.025671 SUCCESS 116
110111100    9   21   11   15    5    9   10   13 13.933692 0.083510 SUCCESS 117
111000000    7    6   12   13    9    6    8   11 11.310266 0.184731 SUCCESS 118
111000010    9   17   10   13   13   11    6   14  6.985552 0.538192 SUCCESS 119
111000100   18   10   13   12   12    4   20   10 14.586404 0.067704 SUCCESS 120
111000110   11   11   18   12    7    9    6   10  9.904221 0.271813 SUCCESS 121
111001000   14   10    7    8   10    8   17   13  8.366442 0.398518 SUCCESS 122
111001010   12    9    9   14   16    9   14    9  5.238587 0.731798 SUCCESS 123
111001100   11   12   16    6   14   16   12   11  6.230233 0.621460 SUCCESS 124
111010000   11   12   13   14   13   20   17   10  8.044058 0.429178 SUCCESS 125
111010010   12    8   11   12   11   12   13   20  6.960397 0.540912 SUCCESS 126
111010100   10   15   23   12   10    8   14   12 13.153218 0.106685 SUCCESS 127
111010110   17   13   13    6   11   20    8   13 12.148995 0.144679 SUCCESS 128
111011000   18   18   14    8   12   16   12    8 10.207408 0.250769 SUCCESS 129
111011010   15    8   14   12   20   12   16   11  8.956266 0.345999 SUCCESS 130
111011100    9   10   12    7   16   11   10   10  5.719847 0.678580 SUCCESS 131
111100000    7    9   12   18   10    7   10   11  9.226354 0.323562 SUCCESS 132
111100010   15   16   14   14    9    7   12    7  7.885183 0.444766 SUCCESS 133
111100100   12    8    7    9   12   10    8   21 13.111513 0.108070 SUCCESS 134
111100110   10    7   12   10   16    9   11   15  5.981329 0.649323 SUCCESS 135
111101000    8   11   11   11   10   18   17   15  7.742857 0.458983 SUCCESS 136
111101010   11   11   18   11    4   11   10    8 10.921022 0.206214 SUCCESS 137
111101100   15   22   11   10   13   10   14    8 11.575720 0.171162 SUCCESS 138
111101110   16   11   12    9   14   17   13    8  5.995892 0.647692 SUCCESS 139
111110000    5    9   11   16   12   10    7   12  9.291228 0.318327 SUCCESS 140
111110010    7    9   10    6   12    8    7   24 22.392470 0.004238 FAILURE 141
111110100   14   12    8   11    8   14   13   18  6.569167 0.583746 SUCCESS 142
111110110   16   17    8   14   17    6   11    5 14.663856 0.066021 SUCCESS 143
111111000   14   10    7   17    9    8    9   11  8.261849 0.408319 SUCCESS 144
111111010   20   17   10   13    9   15    8   16 11.837202 0.158617 SUCCESS 145
111111100   11   12    8    9    8   11   10   20  9.657303 0.289907 SUCCESS 146
111111110   17   12    6   10   12   14   10   17  8.263835 0.408132 SUCCESS 147

